Gravity Vector < 0.000000, 0.000000, 1.000000 > 
Magnetic Vector < 0.000000, 1.000000, 0.000000 > 
84.968287 ,  0 , < 0.077263, 5.858894, 0.060738 >, < 0.076483, 5.857174 , 0.129587 > <-0.005039, -0.155722, 0.987788>, < 0.077809 , 5.853605 , 0.154510 >
84.984944 ,  0 , < 0.077221, 5.858887, 0.060754 >, < 0.076479, 5.857184 , 0.129506 > <-0.006573, -0.153279, 0.988161>, < 0.077755 , 5.853604 , 0.154421 >
85.001601 ,  0 , < 0.077260, 5.858836, 0.060792 >, < 0.076465, 5.857144 , 0.129392 > <-0.001847, -0.141480, 0.989939>, < 0.077698 , 5.853637 , 0.154154 >
85.018259 ,  0 , < 0.077194, 5.858797, 0.060767 >, < 0.076435, 5.857009 , 0.129426 > <0.008928, -0.145919, 0.989256>, < 0.077762 , 5.853652 , 0.154135 >
85.034916 ,  0 , < 0.077081, 5.858888, 0.060756 >, < 0.076504, 5.857068 , 0.129470 > <0.005289, -0.143382, 0.989653>, < 0.077758 , 5.853615 , 0.154268 >
85.051573 ,  0 , < 0.077225, 5.858901, 0.060796 >, < 0.076546, 5.857174 , 0.129252 > <0.000844, -0.140735, 0.990047>, < 0.077752 , 5.853614 , 0.154269 >
85.068230 ,  0 , < 0.077203, 5.858884, 0.060781 >, < 0.076528, 5.857181 , 0.129025 > <-0.002626, -0.140776, 0.990038>, < 0.077681 , 5.853599 , 0.154136 >
85.084886 ,  0 , < 0.077067, 5.858899, 0.060719 >, < 0.076509, 5.857164 , 0.128970 > <-0.003429, -0.136243, 0.990670>, < 0.077572 , 5.853606 , 0.154162 >
85.101543 ,  0 , < 0.077013, 5.858884, 0.060506 >, < 0.076527, 5.857160 , 0.129205 > <0.009307, -0.137772, 0.990420>, < 0.077640 , 5.853660 , 0.154325 >
85.118201 ,  0 , < 0.077004, 5.858922, 0.060489 >, < 0.076495, 5.857096 , 0.129417 > <0.011316, -0.141411, 0.989886>, < 0.077655 , 5.853656 , 0.154445 >
85.134858 ,  0 , < 0.076909, 5.858913, 0.060502 >, < 0.076490, 5.857157 , 0.129519 > <0.004171, -0.139530, 0.990209>, < 0.077686 , 5.853626 , 0.154449 >
85.151514 ,  0 , < 0.076764, 5.858867, 0.060503 >, < 0.076488, 5.857205 , 0.129475 > <0.004126, -0.128225, 0.991737>, < 0.077777 , 5.853597 , 0.154458 >
85.168172 ,  0 , < 0.077065, 5.858879, 0.060488 >, < 0.076460, 5.857157 , 0.129296 > <-0.004884, -0.131406, 0.991317>, < 0.077523 , 5.853580 , 0.154528 >
85.184829 ,  0 , < 0.077089, 5.858865, 0.060426 >, < 0.076542, 5.857229 , 0.129160 > <0.002341, -0.118443, 0.992958>, < 0.077605 , 5.853681 , 0.154532 >
85.201486 ,  0 , < 0.077225, 5.858813, 0.060246 >, < 0.076510, 5.857122 , 0.129139 > <0.014174, -0.122783, 0.992332>, < 0.077546 , 5.853687 , 0.154408 >
85.218144 ,  0 , < 0.077356, 5.858817, 0.060254 >, < 0.076475, 5.857062 , 0.129141 > <0.014017, -0.129277, 0.991509>, < 0.077469 , 5.853679 , 0.154307 >
85.234800 ,  0 , < 0.077230, 5.858908, 0.060219 >, < 0.076514, 5.857118 , 0.129235 > <0.003571, -0.135683, 0.990746>, < 0.077610 , 5.853714 , 0.154232 >
85.251457 ,  0 , < 0.077154, 5.858951, 0.060224 >, < 0.076581, 5.857170 , 0.129318 > <0.001702, -0.141986, 0.989867>, < 0.077655 , 5.853701 , 0.154230 >
85.268114 ,  0 , < 0.077013, 5.858878, 0.060199 >, < 0.076537, 5.857148 , 0.129239 > <0.005111, -0.143672, 0.989612>, < 0.077600 , 5.853644 , 0.154227 >
85.284772 ,  0 , < 0.077060, 5.858901, 0.060225 >, < 0.076471, 5.857108 , 0.129600 > <0.008654, -0.125208, 0.992093>, < 0.077287 , 5.853631 , 0.154273 >
85.301428 ,  0 , < 0.077031, 5.858864, 0.060169 >, < 0.076436, 5.857073 , 0.129615 > <0.012659, -0.138036, 0.990346>, < 0.077571 , 5.853750 , 0.154329 >
85.318086 ,  0 , < 0.077013, 5.858860, 0.060174 >, < 0.076442, 5.857077 , 0.129514 > <0.013152, -0.145242, 0.989309>, < 0.077752 , 5.853822 , 0.154422 >
85.334743 ,  0 , < 0.076969, 5.858917, 0.060257 >, < 0.076500, 5.857108 , 0.129467 > <0.011496, -0.136206, 0.990614>, < 0.077771 , 5.853782 , 0.154455 >
85.351399 ,  0 , < 0.076984, 5.858917, 0.060292 >, < 0.076555, 5.857096 , 0.129369 > <0.009529, -0.124469, 0.992178>, < 0.077633 , 5.853700 , 0.154346 >
85.368057 ,  0 , < 0.076982, 5.858902, 0.060306 >, < 0.076506, 5.857107 , 0.129367 > <-0.000255, -0.126317, 0.991990>, < 0.077656 , 5.853650 , 0.154338 >
85.384714 ,  0 , < 0.076928, 5.858891, 0.060285 >, < 0.076475, 5.857102 , 0.129427 > <-0.005657, -0.135780, 0.990723>, < 0.077753 , 5.853670 , 0.154350 >
85.401371 ,  0 , < 0.076932, 5.858879, 0.060205 >, < 0.076537, 5.857148 , 0.129457 > <-0.000648, -0.144592, 0.989491>, < 0.077782 , 5.853662 , 0.154339 >
85.418028 ,  0 , < 0.076914, 5.858885, 0.060237 >, < 0.076463, 5.857147 , 0.129481 > <0.004480, -0.131037, 0.991367>, < 0.077794 , 5.853673 , 0.154249 >
